Code du département;Libellé du département;Code de la commune;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe_1;Nom_1;Prénom_1;Voix_1;% Voix/Ins_1;% Voix/Exp_1;Sexe_2;Nom_2;Prénom_2;Voix_2;% Voix/Ins_2;% Voix/Exp_2;source_sheet_name;extraction_source_url;ingestion_timestamp;source_file_name
69;RHONE;290;Saint-Priest;25697;5326;20.73;20371;79.27;1092;4.25;5.36;19279;75.02;94.64;M;HOLLANDE;François;10335;40.22;53.61;M;SARKOZY;Nicolas;8944;34.81;46.39;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;291;Saint-Symphorien-d'Ozon;3588;610;17;2978;83;153;4.26;5.14;2825;78.73;94.86;M;HOLLANDE;François;1253;34.92;44.35;M;SARKOZY;Nicolas;1572;43.81;55.65;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;292;Sathonay-Camp;2941;697;23.7;2244;76.3;109;3.71;4.86;2135;72.59;95.14;M;HOLLANDE;François;1057;35.94;49.51;M;SARKOZY;Nicolas;1078;36.65;50.49;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;293;Sathonay-Village;1680;173;10.3;1507;89.7;77;4.58;5.11;1430;85.12;94.89;M;HOLLANDE;François;492;29.29;34.41;M;SARKOZY;Nicolas;938;55.83;65.59;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;294;Sérézin-du-Rhône;1861;312;16.77;1549;83.23;75;4.03;4.84;1474;79.2;95.16;M;HOLLANDE;François;678;36.43;46;M;SARKOZY;Nicolas;796;42.77;54;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;295;Simandres;1184;168;14.19;1016;85.81;63;5.32;6.2;953;80.49;93.8;M;HOLLANDE;François;377;31.84;39.56;M;SARKOZY;Nicolas;576;48.65;60.44;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;296;Solaize;1998;239;11.96;1759;88.04;88;4.4;5;1671;83.63;95;M;HOLLANDE;François;653;32.68;39.08;M;SARKOZY;Nicolas;1018;50.95;60.92;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;297;Ternay;3516;544;15.47;2972;84.53;131;3.73;4.41;2841;80.8;95.59;M;HOLLANDE;François;1264;35.95;44.49;M;SARKOZY;Nicolas;1577;44.85;55.51;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;298;Toussieu;1751;195;11.14;1556;88.86;109;6.23;7.01;1447;82.64;92.99;M;HOLLANDE;François;557;31.81;38.49;M;SARKOZY;Nicolas;890;50.83;61.51;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;299;Colombier-Saugnieu;1705;270;15.84;1435;84.16;106;6.22;7.39;1329;77.95;92.61;M;HOLLANDE;François;427;25.04;32.13;M;SARKOZY;Nicolas;902;52.9;67.87;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
