Libellé de la commune;Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Voix_1;Voix_2;N°Panneau_1;Sexe_1;Nom_1;Prénom_1;N°Panneau_2;Sexe_2;Nom_2;Prénom_2;% Abs/Ins;% Vot/Ins;% Blancs/Ins;% Blancs/Vot;% Nuls/Ins;% Nuls/Vot;% Exp/Ins;% Exp/Vot;% Voix/Ins_1;% Voix/Exp_1;% Voix/Ins_2;% Voix/Exp_2;extraction_source_url;ingestion_timestamp;source_file_name
Sain-Bel;69;Rhône;08;8ème circonscription;1513.0;339.0;1174.0;115.0;30.0;1029.0;690.0;339.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.41;77.59;7.6;9.8;1.98;2.56;68.01;87.65;45.6;67.06;22.41;32.94;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-André-la-Côte;69;Rhône;11;11ème circonscription;206.0;33.0;173.0;31.0;2.0;140.0;84.0;56.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.02;83.98;15.05;17.92;0.97;1.16;67.96;80.92;40.78;60.0;27.18;40.0;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Andéol-le-Château;69;Rhône;11;11ème circonscription;1276.0;225.0;1051.0;94.0;21.0;936.0;655.0;281.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.63;82.37;7.37;8.94;1.65;2.0;73.35;89.06;51.33;69.98;22.02;30.02;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Appolinaire;69;Rhône;08;8ème circonscription;141.0;20.0;121.0;20.0;4.0;97.0;54.0;43.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;14.18;85.82;14.18;16.53;2.84;3.31;68.79;80.17;38.3;55.67;30.5;44.33;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Bonnet-de-Mure;69;Rhône;13;13ème circonscription;5093.0;1068.0;4025.0;335.0;86.0;3604.0;2176.0;1428.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.97;79.03;6.58;8.32;1.69;2.14;70.76;89.54;42.73;60.38;28.04;39.62;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Bonnet-des-Bruyères;69;Rhône;09;9ème circonscription;311.0;74.0;237.0;28.0;10.0;199.0;96.0;103.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.79;76.21;9.0;11.81;3.22;4.22;63.99;83.97;30.87;48.24;33.12;51.76;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Bonnet-le-Troncy;69;Rhône;08;8ème circonscription;253.0;63.0;190.0;14.0;7.0;169.0;93.0;76.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;24.9;75.1;5.53;7.37;2.77;3.68;66.8;88.95;36.76;55.03;30.04;44.97;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Christophe-la-Montagne;69;Rhône;09;9ème circonscription;198.0;51.0;147.0;15.0;0.0;132.0;64.0;68.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;25.76;74.24;7.58;10.2;0.0;0.0;66.67;89.8;32.32;48.48;34.34;51.52;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Clément-de-Vers;69;Rhône;09;9ème circonscription;199.0;34.0;165.0;24.0;0.0;141.0;62.0;79.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.09;82.91;12.06;14.55;0.0;0.0;70.85;85.45;31.16;43.97;39.7;56.03;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Clément-les-Places;69;Rhône;10;10ème circonscription;483.0;80.0;403.0;29.0;9.0;365.0;233.0;132.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.56;83.44;6.0;7.2;1.86;2.23;75.57;90.57;48.24;63.84;27.33;36.16;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Clément-sous-Valsonne;69;Rhône;08;8ème circonscription;545.0;133.0;412.0;52.0;7.0;353.0;188.0;165.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;24.4;75.6;9.54;12.62;1.28;1.7;64.77;85.68;34.5;53.26;30.28;46.74;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Cyr-au-Mont-d'Or;69;Rhône;05;5ème circonscription;4602.0;975.0;3627.0;281.0;48.0;3298.0;2663.0;635.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.19;78.81;6.11;7.75;1.04;1.32;71.66;90.93;57.87;80.75;13.8;19.25;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Cyr-le-Chatoux;69;Rhône;09;9ème circonscription;111.0;11.0;100.0;9.0;3.0;88.0;59.0;29.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;9.91;90.09;8.11;9.0;2.7;3.0;79.28;88.0;53.15;67.05;26.13;32.95;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Cyr-sur-le-Rhône;69;Rhône;11;11ème circonscription;996.0;176.0;820.0;71.0;11.0;738.0;478.0;260.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.67;82.33;7.13;8.66;1.1;1.34;74.1;90.0;47.99;64.77;26.1;35.23;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Didier-au-Mont-d'Or;69;Rhône;05;5ème circonscription;5677.0;1271.0;4406.0;383.0;73.0;3950.0;3239.0;711.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.39;77.61;6.75;8.69;1.29;1.66;69.58;89.65;57.05;82.0;12.52;18.0;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Didier-sur-Beaujeu;69;Rhône;09;9ème circonscription;425.0;80.0;345.0;36.0;5.0;304.0;160.0;144.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.82;81.18;8.47;10.43;1.18;1.45;71.53;88.12;37.65;52.63;33.88;47.37;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Etienne-des-Oullières;69;Rhône;09;9ème circonscription;1610.0;363.0;1247.0;110.0;29.0;1108.0;597.0;511.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.55;77.45;6.83;8.82;1.8;2.33;68.82;88.85;37.08;53.88;31.74;46.12;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Etienne-la-Varenne;69;Rhône;09;9ème circonscription;585.0;108.0;477.0;32.0;12.0;433.0;220.0;213.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.46;81.54;5.47;6.71;2.05;2.52;74.02;90.78;37.61;50.81;36.41;49.19;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Fons;69;Rhône;14;14ème circonscription;8274.0;3231.0;5043.0;361.0;122.0;4560.0;3366.0;1194.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;39.05;60.95;4.36;7.16;1.47;2.42;55.11;90.42;40.68;73.82;14.43;26.18;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Forgeux;69;Rhône;08;8ème circonscription;1209.0;227.0;982.0;105.0;33.0;844.0;466.0;378.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.78;81.22;8.68;10.69;2.73;3.36;69.81;85.95;38.54;55.21;31.27;44.79;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Genis-Laval;69;Rhône;10;10ème circonscription;15384.0;3834.0;11550.0;926.0;242.0;10382.0;7740.0;2642.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;24.92;75.08;6.02;8.02;1.57;2.1;67.49;89.89;50.31;74.55;17.17;25.45;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Genis-l'Argentière;69;Rhône;10;10ème circonscription;760.0;186.0;574.0;70.0;18.0;486.0;259.0;227.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;24.47;75.53;9.21;12.2;2.37;3.14;63.95;84.67;34.08;53.29;29.87;46.71;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Genis-les-Ollières;69;Rhône;10;10ème circonscription;3709.0;701.0;3008.0;272.0;46.0;2690.0;2076.0;614.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.9;81.1;7.33;9.04;1.24;1.53;72.53;89.43;55.97;77.17;16.55;22.83;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Georges-de-Reneins;69;Rhône;09;9ème circonscription;3137.0;708.0;2429.0;215.0;55.0;2159.0;1118.0;1041.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.57;77.43;6.85;8.85;1.75;2.26;68.82;88.88;35.64;51.78;33.18;48.22;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Germain-Nuelles;69;Rhône;08;8ème circonscription;1676.0;232.0;1444.0;137.0;39.0;1268.0;855.0;413.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;13.84;86.16;8.17;9.49;2.33;2.7;75.66;87.81;51.01;67.43;24.64;32.57;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Germain-au-Mont-d'Or;69;Rhône;05;5ème circonscription;2163.0;545.0;1618.0;133.0;28.0;1457.0;1072.0;385.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;25.2;74.8;6.15;8.22;1.29;1.73;67.36;90.05;49.56;73.58;17.8;26.42;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Igny-de-Vers;69;Rhône;09;9ème circonscription;498.0;133.0;365.0;38.0;12.0;315.0;145.0;170.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;26.71;73.29;7.63;10.41;2.41;3.29;63.25;86.3;29.12;46.03;34.14;53.97;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Jacques-des-Arrêts;69;Rhône;09;9ème circonscription;90.0;21.0;69.0;9.0;2.0;58.0;37.0;21.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.33;76.67;10.0;13.04;2.22;2.9;64.44;84.06;41.11;63.79;23.33;36.21;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Jean-d'Ardières;69;Rhône;09;9ème circonscription;2739.0;660.0;2079.0;173.0;44.0;1862.0;1022.0;840.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;24.1;75.9;6.32;8.32;1.61;2.12;67.98;89.56;37.31;54.89;30.67;45.11;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Jean-de-Touslas;69;Rhône;11;11ème circonscription;630.0;78.0;552.0;52.0;15.0;485.0;327.0;158.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;12.38;87.62;8.25;9.42;2.38;2.72;76.98;87.86;51.9;67.42;25.08;32.58;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Jean-des-Vignes;69;Rhône;09;9ème circonscription;337.0;50.0;287.0;24.0;3.0;260.0;162.0;98.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;14.84;85.16;7.12;8.36;0.89;1.05;77.15;90.59;48.07;62.31;29.08;37.69;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Jean-la-Bussière;69;Rhône;08;8ème circonscription;874.0;210.0;664.0;59.0;14.0;591.0;280.0;311.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;24.03;75.97;6.75;8.89;1.6;2.11;67.62;89.01;32.04;47.38;35.58;52.62;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Julien;69;Rhône;09;9ème circonscription;664.0;94.0;570.0;52.0;7.0;511.0;285.0;226.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;14.16;85.84;7.83;9.12;1.05;1.23;76.96;89.65;42.92;55.77;34.04;44.23;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Julien-sur-Bibost;69;Rhône;08;8ème circonscription;418.0;66.0;352.0;27.0;10.0;315.0;194.0;121.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;15.79;84.21;6.46;7.67;2.39;2.84;75.36;89.49;46.41;61.59;28.95;38.41;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Just-d'Avray;69;Rhône;08;8ème circonscription;632.0;147.0;485.0;41.0;10.0;434.0;267.0;167.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.26;76.74;6.49;8.45;1.58;2.06;68.67;89.48;42.25;61.52;26.42;38.48;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Lager;69;Rhône;09;9ème circonscription;744.0;127.0;617.0;45.0;17.0;555.0;286.0;269.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.07;82.93;6.05;7.29;2.28;2.76;74.6;89.95;38.44;51.53;36.16;48.47;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Laurent-d'Agny;69;Rhône;11;11ème circonscription;1825.0;388.0;1437.0;143.0;24.0;1270.0;929.0;341.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.26;78.74;7.84;9.95;1.32;1.67;69.59;88.38;50.9;73.15;18.68;26.85;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Laurent-de-Chamousset;69;Rhône;10;10ème circonscription;1311.0;238.0;1073.0;95.0;21.0;957.0;572.0;385.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.15;81.85;7.25;8.85;1.6;1.96;73.0;89.19;43.63;59.77;29.37;40.23;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Laurent-de-Mure;69;Rhône;13;13ème circonscription;4155.0;1001.0;3154.0;281.0;76.0;2797.0;1478.0;1319.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;24.09;75.91;6.76;8.91;1.83;2.41;67.32;88.68;35.57;52.84;31.74;47.16;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Loup;69;Rhône;08;8ème circonscription;857.0;158.0;699.0;63.0;14.0;622.0;383.0;239.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.44;81.56;7.35;9.01;1.63;2.0;72.58;88.98;44.69;61.58;27.89;38.42;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Mamert;69;Rhône;09;9ème circonscription;59.0;7.0;52.0;7.0;6.0;39.0;20.0;19.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;11.86;88.14;11.86;13.46;10.17;11.54;66.1;75.0;33.9;51.28;32.2;48.72;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Marcel-l'Eclairé;69;Rhône;08;8ème circonscription;444.0;105.0;339.0;25.0;13.0;301.0;193.0;108.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.65;76.35;5.63;7.37;2.93;3.83;67.79;88.79;43.47;64.12;24.32;35.88;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Martin-en-Haut;69;Rhône;10;10ème circonscription;3039.0;592.0;2447.0;199.0;54.0;2194.0;1537.0;657.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.48;80.52;6.55;8.13;1.78;2.21;72.19;89.66;50.58;70.05;21.62;29.95;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Nizier-d'Azergues;69;Rhône;08;8ème circonscription;541.0;108.0;433.0;44.0;11.0;378.0;202.0;176.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.96;80.04;8.13;10.16;2.03;2.54;69.87;87.3;37.34;53.44;32.53;46.56;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Pierre-de-Chandieu;69;Rhône;11;11ème circonscription;3557.0;710.0;2847.0;273.0;51.0;2523.0;1381.0;1142.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.96;80.04;7.68;9.59;1.43;1.79;70.93;88.62;38.82;54.74;32.11;45.26;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Pierre-la-Palud;69;Rhône;08;8ème circonscription;1985.0;472.0;1513.0;141.0;25.0;1347.0;878.0;469.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.78;76.22;7.1;9.32;1.26;1.65;67.86;89.03;44.23;65.18;23.63;34.82;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Priest;69;Rhône;13;13ème circonscription;28023.0;8822.0;19201.0;1483.0;516.0;17202.0;11240.0;5962.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;31.48;68.52;5.29;7.72;1.84;2.69;61.39;89.59;40.11;65.34;21.28;34.66;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Romain-au-Mont-d'Or;69;Rhône;05;5ème circonscription;893.0;164.0;729.0;80.0;5.0;644.0;489.0;155.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.37;81.63;8.96;10.97;0.56;0.69;72.12;88.34;54.76;75.93;17.36;24.07;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Romain-de-Popey;69;Rhône;08;8ème circonscription;1203.0;230.0;973.0;100.0;23.0;850.0;542.0;308.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.12;80.88;8.31;10.28;1.91;2.36;70.66;87.36;45.05;63.76;25.6;36.24;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Romain-en-Gal;69;Rhône;11;11ème circonscription;1280.0;278.0;1002.0;105.0;20.0;877.0;578.0;299.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.72;78.28;8.2;10.48;1.56;2.0;68.52;87.52;45.16;65.91;23.36;34.09;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Romain-en-Gier;69;Rhône;11;11ème circonscription;417.0;89.0;328.0;25.0;11.0;292.0;143.0;149.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.34;78.66;6.0;7.62;2.64;3.35;70.02;89.02;34.29;48.97;35.73;51.03;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Symphorien-d'Ozon;69;Rhône;11;11ème circonscription;3896.0;903.0;2993.0;270.0;63.0;2660.0;1579.0;1081.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.18;76.82;6.93;9.02;1.62;2.1;68.28;88.87;40.53;59.36;27.75;40.64;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Symphorien-sur-Coise;69;Rhône;10;10ème circonscription;2575.0;603.0;1972.0;167.0;49.0;1756.0;1169.0;587.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.42;76.58;6.49;8.47;1.9;2.48;68.19;89.05;45.4;66.57;22.8;33.43;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Vincent-de-Reins;69;Rhône;08;8ème circonscription;547.0;140.0;407.0;47.0;7.0;353.0;168.0;185.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;25.59;74.41;8.59;11.55;1.28;1.72;64.53;86.73;30.71;47.59;33.82;52.41;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Saint-Vérand;69;Rhône;08;8ème circonscription;913.0;157.0;756.0;74.0;22.0;660.0;362.0;298.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.2;82.8;8.11;9.79;2.41;2.91;72.29;87.3;39.65;54.85;32.64;45.15;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sainte-Catherine;69;Rhône;11;11ème circonscription;694.0;129.0;565.0;47.0;19.0;499.0;292.0;207.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.59;81.41;6.77;8.32;2.74;3.36;71.9;88.32;42.07;58.52;29.83;41.48;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sainte-Colombe;69;Rhône;11;11ème circonscription;1424.0;365.0;1059.0;98.0;25.0;936.0;605.0;331.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;25.63;74.37;6.88;9.25;1.76;2.36;65.73;88.39;42.49;64.64;23.24;35.36;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sainte-Consorce;69;Rhône;10;10ème circonscription;1563.0;320.0;1243.0;94.0;19.0;1130.0;836.0;294.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.47;79.53;6.01;7.56;1.22;1.53;72.3;90.91;53.49;73.98;18.81;26.02;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sainte-Foy-l'Argentière;69;Rhône;10;10ème circonscription;880.0;229.0;651.0;63.0;13.0;575.0;310.0;265.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;26.02;73.98;7.16;9.68;1.48;2.0;65.34;88.33;35.23;53.91;30.11;46.09;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sainte-Foy-lès-Lyon;69;Rhône;12;12ème circonscription;15650.0;3346.0;12304.0;838.0;241.0;11225.0;9038.0;2187.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.38;78.62;5.35;6.81;1.54;1.96;71.73;91.23;57.75;80.52;13.97;19.48;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
