CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16,year,extraction_source_url,ingestion_timestamp,source_file_name
69096,Grigny,3832,9666,19506.1904761905,48,16,,17,19,15,,,6,27,77.7,71.6,3.7,2.3,23.1,5.9,7.6,3.6,2.2,1.9,-14.3,11198.6956521739,30769,2.74755212175331,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69097,Les Haies,299,802.5,22207,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69098,Les Halles,173,473,19988,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69099,Haute-Rivoire,533,1312,19545.5,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69100,Irigny,3366,8690,23341.9230769231,63,11,,14,10,15,,,6,21,77.4,70.1,3.1,4.2,27.6,8.9,4.3,2.2,1.3,0.9,-18.2,12190.7692307692,39460,3.23687531549722,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69102,Joux,275,731.5,20495.2380952381,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69103,Juliénas,379,881,21965.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69104,Jullié,192,433,20423.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69105,Lacenas,372,970,25091.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69106,Lachassagne,406,1105.5,29361.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69107,Lamure-sur-Azergues,423,996.5,20582.1739130435,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69108,Lancié,393,1037,21812.619047619,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69109,Lantignié,352,898.5,21925.2380952381,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69110,Larajasse,690,1781.5,20998,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69111,Légny,248,678.5,25485.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69112,Lentilly,2288,5998.5,27424.4444444444,71,5,,,,,,,,,82.5,74.9,2.8,4.7,22,13.1,2.5,1.5,0.5,0.5,-20.1,15613.3333333333,47525,3.04387275832622,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69113,Létra,321,842.5,21362.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69115,Limas,1874,4844.5,22945.3333333333,58,12,,,,,,,,28,68.1,62,2.5,3.6,31.2,12.6,4.9,2.5,1.2,1.3,-16.8,12073.3333333333,40046,3.31689674213142,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69116,Limonest,1383,3573,29251.3333333333,71,,,,,,,,,,82.5,69.9,2.4,10.2,21.6,20.5,2.1,1.1,0.5,0.5,-26.7,14545.652173913,64584.5,4.44012404722762,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69117,Lissieu,1130,3120.5,30432,75,,,,,,,,,,81,71.4,2.4,7.2,24.7,15,1.9,1.2,0.4,0.2,-22.6,17002.4,54478,3.20413588669835,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69118,Loire-sur-Rhône,1025,2591,22273.4615384615,59,,,,,,,,,,73.7,67.6,2.5,3.6,27.7,9.9,4.1,2.3,0.9,0.9,-15.4,13407.5,34390,2.56498228603394,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69119,Longes,357,921.5,22067.1428571429,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69120,Longessaigne,232,609,18849.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69121,Lozanne,1094,2649,24465.9259259259,65,,,,,,,,,,80.2,72.8,2.5,5,26.1,7.7,3.4,2,0.7,0.7,-17.4,13856.4,39549.6296296296,2.85424999492145,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69122,Lucenay,674,1809.5,25881.2,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69123,Lyon,225617,459305.5,22806,60,15,21,13,17,16,10,7,5,22,81.8,72.6,3.4,5.9,22.3,11.7,4.9,1.6,1.7,1.6,-20.7,10886,45148.6666666667,4.14740645477371,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69124,Marchampt,206,462.5,21419.4285714286,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69125,Marcilly-d'Azergues,353,871.5,28142,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69126,Marcy,271,719.5,28557.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69127,Marcy-l'Étoile,1217,3271,27851.5,72,,,,,,,,,,84.7,77.6,2.6,4.5,21.8,10.1,2.9,1.7,0.5,0.7,-19.5,14772.2222222222,45310.8333333333,3.06729973674314,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69130,Meaux-la-Montagne,85,197,18959.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69131,Messimy,1312,3402.5,24753,66,,,,,,,,,,79.8,72.3,2,5.5,22.9,12.5,2.8,1.9,0.5,0.4,-18,15305.3846153846,39372,2.57242800422174,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69132,Meys,313,810.5,20287.1428571429,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69133,Millery,1717,4472,27696.6666666667,73,,,,,,,,,,81.1,73.9,2.5,4.7,22.9,14.5,2.3,1.4,0.5,0.4,-20.8,15872.8571428571,50276,3.16741967419674,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69134,Moiré,85,214,26962.7333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69135,Deux-Grosnes,792,1813.5,19122.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69136,Montagny,1163,3113,25396.5,70,,,,,,,,,,74.7,68.4,2.3,4,28.3,13,2.7,1.9,0.5,0.4,-18.7,14946,39867.3333333333,2.6674249520496,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69137,Montmelas-Saint-Sorlin,160,416.5,23717,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69138,Montromant,171,455,21917.9166666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69139,Montrottier,610,1485.5,20593.2,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69140,Morancé,780,2118,27137.619047619,71,,,,,,,,,,82.2,73.8,2.3,6.1,23.5,13.1,2.2,1.5,0.4,0.3,-21,15939,48866,3.0658134136395,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69141,Mornant,2414,5878.5,24422.6666666667,64,5,,,,,,,,,76.9,69.2,2.6,5.1,26.7,11.4,3,1.7,0.7,0.6,-18,14795,40708.6956521739,2.75151711065724,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69142,La Mulatière,2974,6252,20534.6666666667,55,18,,23,24,,,,,33,71.6,62,3.4,6.2,29.2,12.7,5.8,2,2.1,1.7,-19.3,10130,38172,3.76821322803554,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69143,Neuville-sur-Saône,3353,7227.5,20547,53,14,,16,18,14,,,,22,70.3,64.6,3.5,2.2,31.2,8.8,5.7,2,2,1.6,-16,11534,36722,3.18380440436969,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69145,Odenas,360,906.5,21807.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69148,Orliénas,946,2526.5,26729.5652173913,72,,,,,,,,,,82.7,74.7,1.9,6.1,22.3,13.4,2.4,1.5,0.4,0.4,-20.8,15489,46907.2,3.0284201691523,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69149,Oullins,12008,25790.5,21222,57,14,19,15,18,14,9,,5,25,75.9,69.7,3.1,3.1,27.5,7.8,5.6,2.2,1.9,1.5,-16.8,11406.8,35588.6666666667,3.11995184159157,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69151,Le Perréon,558,1499,21435,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69153,Poleymieux-au-Mont-d'Or,387,1046.5,32090.7142857143,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69154,Pollionnay,905,2420,26213.6666666667,74,,,,,,,,,,84.6,75.4,3.2,6,20.6,12.1,2.6,1.8,0.5,0.4,-19.9,15642.5,42969.7619047619,2.74698813519335,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69155,Pomeys,429,1193.5,23020,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69156,Pommiers,986,2690.5,28290,74,,,,,,,,,,78.8,71.2,1.9,5.7,25.6,14.6,2.3,1.6,0.3,0.3,-21.3,16433,48186.5,2.93230085802957,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69157,Vindry-sur-Turdine,2058,5192.5,23005.5,59,5,,,,,,,,,74.8,66.2,2.9,5.8,27.8,9.3,3.7,2.2,0.8,0.6,-15.6,14599,36844.6666666667,2.52378016759139,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69160,Poule-les-Écharmeaux,442,1052.5,19963.2,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69161,Propières,217,462.5,17912.5,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69162,Quincié-en-Beaujolais,557,1360,21048.5,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69163,Quincieux,1314,3554.5,23614,60,,,,,,,,,,81.7,74.7,3.2,3.7,23.1,7.6,3.2,2.2,0.6,0.4,-15.6,14681.3333333333,37142.8,2.52993370266098,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69164,Ranchal,136,308.5,18968,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69165,Régnié-Durette,435,1143,21335,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69166,Riverie,114,301,22252.380952381,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69167,Rivolet,220,586.5,22007.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69168,Rochetaillée-sur-Saône,535,1452,25134.8,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69169,Ronno,261,663.5,21440.4,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69170,Rontalon,454,1188,22233.2142857143,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69171,Sain-Bel,984,2303,21963.8095238095,58,9,,,,,,,,,77.4,71.1,3.3,3,25.9,8.4,4.5,2.3,1.2,1,-16.2,12856.1904761905,37418,2.91050448181347,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69172,Salles-Arbuissonnas-en-Beaujolais,301,797.5,24050,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69173,Sarcey,383,971,24404,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69174,Les Sauvages,221,583.5,19984.7619047619,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69175,Savigny,809,2077.5,23364.6666666667,61,,,,,,,,,,75.1,69.3,2.1,3.7,26.2,11.2,3.6,2,0.9,0.6,-16.1,14836,37318,2.51536802372607,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69176,Soucieu-en-Jarrest,1695,4588,24973.6666666667,65,5,,,,,,,,,83.6,77,2.1,4.5,20.6,9.8,3.4,2.3,0.6,0.5,-17.4,15180.6666666667,39560.3846153846,2.60597149545812,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69177,Sourcieux-les-Mines,770,2061,24473.5714285714,67,,,,,,,,,,80.5,73.2,2.7,4.5,26.1,7.6,3,2.1,0.5,0.4,-17.2,15543.3333333333,39471.8367346939,2.53947051692219,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69178,Souzy,297,779,20480.9523809524,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69179,Beauvallon,1531,4126.5,25288,67,,,,,,,,,,82.9,75.2,2.3,5.4,22.6,9.1,2.6,1.7,0.5,0.4,-17.2,15748.75,40795.7142857143,2.59040966970168,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69180,Saint-André-la-Côte,105,288,23332.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69181,Saint-Appolinaire,73,191,23189.0476190476,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69182,Saint-Bonnet-des-Bruyères,165,351.5,19086,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69183,Saint-Bonnet-le-Troncy,139,315,19120,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69184,Sainte-Catherine,396,1009.5,22354,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69186,Saint-Clément-de-Vers,90,207,19871.25,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69187,Saint-Clément-les-Places,259,653,21390.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69188,Saint-Clément-sur-Valsonne,299,803.5,21292,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69189,Sainte-Colombe,958,1910,22696.0869565217,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69190,Sainte-Consorce,766,2092.5,27686.5,72,,,,,,,,,,84.3,77.2,2.2,4.8,22.5,11.4,2.1,1.4,0.4,0.3,-20.3,15143.0769230769,47272.8,3.1217433709235,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69191,Saint-Cyr-au-Mont-d'Or,2161,5606.5,36722,77,6,,,,,,,,18,83.6,73.1,1.8,8.7,23.4,23.6,1.2,0.6,0.4,0.3,-31.8,16168,82486.25,5.10182149925779,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69192,Saint-Cyr-le-Chatoux,53,144,24420.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69193,Saint-Cyr-sur-le-Rhône,475,1323,27963.8095238095,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69194,Saint-Didier-au-Mont-d'Or,2597,6783,36818.6666666667,80,5,,,,,,,,,78.6,67.2,1.9,9.5,25.6,24.7,1.2,0.6,0.4,0.2,-30.1,17200.6666666667,85026,4.94318049687997,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69196,Saint-Didier-sur-Beaujeu,238,580.5,21174.2857142857,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69197,Saint-Étienne-des-Oullières,829,2199.5,22408.6666666667,55,,,,,,,,,,79.4,70.9,2.2,6.2,20.2,11.7,4.1,2.5,0.9,0.8,-15.4,13968.75,35076.8,2.51109082774049,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
69198,Saint-Étienne-la-Varenne,294,727.5,23996,,,,,,,,,,,,,,,,,,,,,,,,,2016,https://www.insee.fr/fr/statistiques/fichier/4190004/filosofi-revenu-pauvrete-menage-2016.zip,2026-04-01T19:29:55.428669,INSEE_FILOSOFI_2016
